Clock cycle: 20, Requests in queue: 0, Servers: 10
Clock cycle: 5325, Requests in queue: 263, Servers: 10
Clock cycle: 5326, Requests in queue: 263, Servers: 10
Clock cycle: 5328, Requests in queue: 264, Servers: 10
Clock cycle: 5329, Requests in queue: 264, Servers: 10
Clock cycle: 5330, Requests in queue: 264, Servers: 10
Clock cycle: 5332, Requests in queue: 263, Servers: 10
Clock cycle: 5334, Requests in queue: 264, Servers: 10
Clock cycle: 5335, Requests in queue: 264, Servers: 10
Clock cycle: 5336, Requests in queue: 264, Servers: 10
Clock cycle: 5337, Requests in queue: 264, Servers: 10
Clock cycle: 5338, Requests in queue: 264, Servers: 10
Clock cycle: 5339, Requests in queue: 264, Servers: 10
Clock cycle: 5340, Requests in queue: 264, Servers: 10
Clock cycle: 5341, Requests in queue: 264, Servers: 10
Clock cycle: 5342, Requests in queue: 264, Servers: 10
Clock cycle: 5343, Requests in queue: 264, Servers: 10
Clock cycle: 5345, Requests in queue: 263, Servers: 10
Clock cycle: 5346, Requests in queue: 263, Servers: 10
Clock cycle: 5347, Requests in queue: 263, Servers: 10
Clock cycle: 5349, Requests in queue: 264, Servers: 10
Clock cycle: 5350, Requests in queue: 264, Servers: 10
Clock cycle: 5351, Requests in queue: 264, Servers: 10
Clock cycle: 5352, Requests in queue: 264, Servers: 10
Clock cycle: 5353, Requests in queue: 264, Servers: 10
Clock cycle: 5354, Requests in queue: 264, Servers: 10
Clock cycle: 5356, Requests in queue: 263, Servers: 10
Clock cycle: 5357, Requests in queue: 263, Servers: 10
Clock cycle: 5358, Requests in queue: 263, Servers: 10
Clock cycle: 5360, Requests in queue: 262, Servers: 10
Clock cycle: 5361, Requests in queue: 262, Servers: 10
Clock cycle: 5363, Requests in queue: 263, Servers: 10
Clock cycle: 5364, Requests in queue: 263, Servers: 10
Clock cycle: 5365, Requests in queue: 263, Servers: 10
Clock cycle: 5367, Requests in queue: 264, Servers: 10
Clock cycle: 5368, Requests in queue: 264, Servers: 10
Clock cycle: 5370, Requests in queue: 265, Servers: 10
Clock cycle: 5372, Requests in queue: 266, Servers: 10
Clock cycle: 5373, Requests in queue: 266, Servers: 10
Clock cycle: 5374, Requests in queue: 266, Servers: 10
Clock cycle: 5375, Requests in queue: 266, Servers: 10
Clock cycle: 5376, Requests in queue: 266, Servers: 10
Clock cycle: 5377, Requests in queue: 266, Servers: 10
Clock cycle: 5378, Requests in queue: 266, Servers: 10
Clock cycle: 5379, Requests in queue: 266, Servers: 10
Clock cycle: 5380, Requests in queue: 266, Servers: 10
Clock cycle: 5381, Requests in queue: 266, Servers: 10
Clock cycle: 5382, Requests in queue: 266, Servers: 10
Clock cycle: 5383, Requests in queue: 266, Servers: 10
Clock cycle: 5384, Requests in queue: 266, Servers: 10
Clock cycle: 5385, Requests in queue: 266, Servers: 10
Clock cycle: 5386, Requests in queue: 266, Servers: 10
Clock cycle: 5387, Requests in queue: 266, Servers: 10
Clock cycle: 5388, Requests in queue: 266, Servers: 10
Clock cycle: 5390, Requests in queue: 267, Servers: 10
Clock cycle: 5391, Requests in queue: 267, Servers: 10
Clock cycle: 5392, Requests in queue: 267, Servers: 10
Clock cycle: 5393, Requests in queue: 267, Servers: 10
Clock cycle: 5394, Requests in queue: 267, Servers: 10
Clock cycle: 5395, Requests in queue: 267, Servers: 10
Clock cycle: 5396, Requests in queue: 267, Servers: 10
Clock cycle: 5397, Requests in queue: 267, Servers: 10
Clock cycle: 5399, Requests in queue: 266, Servers: 10
Clock cycle: 5400, Requests in queue: 266, Servers: 10
Clock cycle: 5401, Requests in queue: 266, Servers: 10
Clock cycle: 5402, Requests in queue: 266, Servers: 10
Clock cycle: 5403, Requests in queue: 266, Servers: 10
Clock cycle: 5404, Requests in queue: 266, Servers: 10
Clock cycle: 5405, Requests in queue: 266, Servers: 10
Clock cycle: 5408, Requests in queue: 266, Servers: 10
Clock cycle: 5410, Requests in queue: 267, Servers: 10
Clock cycle: 5411, Requests in queue: 267, Servers: 10
Clock cycle: 5412, Requests in queue: 267, Servers: 10
Clock cycle: 5414, Requests in queue: 268, Servers: 10
Clock cycle: 5415, Requests in queue: 268, Servers: 10
Clock cycle: 5416, Requests in queue: 268, Servers: 10
Clock cycle: 5417, Requests in queue: 268, Servers: 10
Clock cycle: 5418, Requests in queue: 268, Servers: 10
Clock cycle: 5419, Requests in queue: 268, Servers: 10
Clock cycle: 5420, Requests in queue: 268, Servers: 10
Clock cycle: 5421, Requests in queue: 268, Servers: 10
Clock cycle: 5422, Requests in queue: 268, Servers: 10
Clock cycle: 5423, Requests in queue: 268, Servers: 10
Clock cycle: 5424, Requests in queue: 268, Servers: 10
Clock cycle: 5426, Requests in queue: 269, Servers: 10
Clock cycle: 5427, Requests in queue: 269, Servers: 10
Clock cycle: 5428, Requests in queue: 269, Servers: 10
Clock cycle: 5429, Requests in queue: 269, Servers: 10
Clock cycle: 5430, Requests in queue: 269, Servers: 10
Clock cycle: 5431, Requests in queue: 269, Servers: 10
Clock cycle: 5432, Requests in queue: 269, Servers: 10
Clock cycle: 5433, Requests in queue: 269, Servers: 10
Clock cycle: 5434, Requests in queue: 269, Servers: 10
Clock cycle: 5435, Requests in queue: 269, Servers: 10
Clock cycle: 5436, Requests in queue: 269, Servers: 10
Clock cycle: 5438, Requests in queue: 270, Servers: 10
Clock cycle: 5439, Requests in queue: 270, Servers: 10
Clock cycle: 5440, Requests in queue: 270, Servers: 10
Clock cycle: 5441, Requests in queue: 270, Servers: 10
Clock cycle: 5442, Requests in queue: 270, Servers: 10
Clock cycle: 5443, Requests in queue: 270, Servers: 10
Clock cycle: 5444, Requests in queue: 270, Servers: 10
Clock cycle: 5445, Requests in queue: 270, Servers: 10
Clock cycle: 5447, Requests in queue: 271, Servers: 10
Clock cycle: 5448, Requests in queue: 271, Servers: 10
Clock cycle: 5449, Requests in queue: 271, Servers: 10
Clock cycle: 5450, Requests in queue: 271, Servers: 10
Clock cycle: 5451, Requests in queue: 271, Servers: 10
Clock cycle: 5452, Requests in queue: 271, Servers: 10
Clock cycle: 5453, Requests in queue: 271, Servers: 10
Clock cycle: 5454, Requests in queue: 271, Servers: 10
Clock cycle: 5455, Requests in queue: 271, Servers: 10
Clock cycle: 5456, Requests in queue: 271, Servers: 10
Clock cycle: 5457, Requests in queue: 271, Servers: 10
Clock cycle: 5458, Requests in queue: 271, Servers: 10
Clock cycle: 5459, Requests in queue: 271, Servers: 10
Clock cycle: 5460, Requests in queue: 271, Servers: 10
Clock cycle: 5461, Requests in queue: 271, Servers: 10
Clock cycle: 5463, Requests in queue: 270, Servers: 10
Clock cycle: 5464, Requests in queue: 270, Servers: 10
Clock cycle: 5466, Requests in queue: 271, Servers: 10
Clock cycle: 5467, Requests in queue: 271, Servers: 10
Clock cycle: 5468, Requests in queue: 271, Servers: 10
Clock cycle: 5469, Requests in queue: 271, Servers: 10
Clock cycle: 5470, Requests in queue: 271, Servers: 10
Clock cycle: 5471, Requests in queue: 271, Servers: 10
Clock cycle: 5472, Requests in queue: 271, Servers: 10
Clock cycle: 5473, Requests in queue: 271, Servers: 10
Clock cycle: 5474, Requests in queue: 271, Servers: 10
Clock cycle: 5475, Requests in queue: 271, Servers: 10
Clock cycle: 5476, Requests in queue: 271, Servers: 10
Clock cycle: 5477, Requests in queue: 271, Servers: 10
Clock cycle: 5479, Requests in queue: 272, Servers: 10
Clock cycle: 5480, Requests in queue: 272, Servers: 10
Clock cycle: 5481, Requests in queue: 272, Servers: 10
Clock cycle: 5482, Requests in queue: 272, Servers: 10
Clock cycle: 5483, Requests in queue: 272, Servers: 10
Clock cycle: 5484, Requests in queue: 272, Servers: 10
Clock cycle: 5485, Requests in queue: 272, Servers: 10
Clock cycle: 5486, Requests in queue: 272, Servers: 10
Clock cycle: 5487, Requests in queue: 272, Servers: 10
Clock cycle: 5488, Requests in queue: 272, Servers: 10
Clock cycle: 5490, Requests in queue: 273, Servers: 10
Clock cycle: 5491, Requests in queue: 273, Servers: 10
Clock cycle: 5492, Requests in queue: 273, Servers: 10
Clock cycle: 5493, Requests in queue: 273, Servers: 10
Clock cycle: 5494, Requests in queue: 273, Servers: 10
Clock cycle: 5495, Requests in queue: 273, Servers: 10
Clock cycle: 5496, Requests in queue: 273, Servers: 10
Clock cycle: 5497, Requests in queue: 273, Servers: 10
Clock cycle: 5498, Requests in queue: 273, Servers: 10
Clock cycle: 5499, Requests in queue: 273, Servers: 10
Clock cycle: 5500, Requests in queue: 273, Servers: 10
Clock cycle: 5502, Requests in queue: 272, Servers: 10
Clock cycle: 5503, Requests in queue: 272, Servers: 10
Clock cycle: 5504, Requests in queue: 272, Servers: 10
Clock cycle: 5505, Requests in queue: 272, Servers: 10
Clock cycle: 5506, Requests in queue: 272, Servers: 10
Clock cycle: 5507, Requests in queue: 272, Servers: 10
Clock cycle: 5508, Requests in queue: 272, Servers: 10
Clock cycle: 5509, Requests in queue: 272, Servers: 10
Clock cycle: 5510, Requests in queue: 272, Servers: 10
Clock cycle: 5511, Requests in queue: 272, Servers: 10
Clock cycle: 5512, Requests in queue: 272, Servers: 10
Clock cycle: 5513, Requests in queue: 272, Servers: 10
Clock cycle: 5514, Requests in queue: 272, Servers: 10
Clock cycle: 5515, Requests in queue: 272, Servers: 10
Clock cycle: 5516, Requests in queue: 272, Servers: 10
Clock cycle: 5517, Requests in queue: 272, Servers: 10
Clock cycle: 5519, Requests in queue: 273, Servers: 10
Clock cycle: 5520, Requests in queue: 273, Servers: 10
Clock cycle: 5522, Requests in queue: 274, Servers: 10
Clock cycle: 5523, Requests in queue: 274, Servers: 10
Clock cycle: 5524, Requests in queue: 274, Servers: 10
Clock cycle: 5526, Requests in queue: 275, Servers: 10
Clock cycle: 5527, Requests in queue: 275, Servers: 10
Clock cycle: 5528, Requests in queue: 275, Servers: 10
Clock cycle: 5529, Requests in queue: 275, Servers: 10
Clock cycle: 5530, Requests in queue: 275, Servers: 10
Clock cycle: 5531, Requests in queue: 275, Servers: 10
Clock cycle: 5533, Requests in queue: 276, Servers: 10
Clock cycle: 5534, Requests in queue: 276, Servers: 10
Clock cycle: 5535, Requests in queue: 276, Servers: 10
Clock cycle: 5537, Requests in queue: 277, Servers: 10
Clock cycle: 5538, Requests in queue: 277, Servers: 10
Clock cycle: 5539, Requests in queue: 277, Servers: 10
Clock cycle: 5541, Requests in queue: 278, Servers: 10
Clock cycle: 5542, Requests in queue: 278, Servers: 10
Clock cycle: 5543, Requests in queue: 278, Servers: 10
Clock cycle: 5544, Requests in queue: 278, Servers: 10
Clock cycle: 5545, Requests in queue: 278, Servers: 10
Clock cycle: 5546, Requests in queue: 278, Servers: 10
Clock cycle: 5547, Requests in queue: 278, Servers: 10
Clock cycle: 5548, Requests in queue: 278, Servers: 10
Clock cycle: 5549, Requests in queue: 278, Servers: 10
Clock cycle: 5550, Requests in queue: 278, Servers: 10
Clock cycle: 5551, Requests in queue: 278, Servers: 10
Clock cycle: 5553, Requests in queue: 277, Servers: 10
Clock cycle: 5554, Requests in queue: 277, Servers: 10
Clock cycle: 5555, Requests in queue: 277, Servers: 10
Clock cycle: 5557, Requests in queue: 276, Servers: 10
Clock cycle: 5558, Requests in queue: 276, Servers: 10
Clock cycle: 5559, Requests in queue: 276, Servers: 10
Clock cycle: 5560, Requests in queue: 276, Servers: 10
Clock cycle: 5561, Requests in queue: 276, Servers: 10
Clock cycle: 5562, Requests in queue: 276, Servers: 10
Clock cycle: 5563, Requests in queue: 276, Servers: 10
Clock cycle: 5564, Requests in queue: 276, Servers: 10
Clock cycle: 5565, Requests in queue: 276, Servers: 10
Clock cycle: 5566, Requests in queue: 276, Servers: 10
Clock cycle: 5567, Requests in queue: 276, Servers: 10
Clock cycle: 5568, Requests in queue: 276, Servers: 10
Clock cycle: 5570, Requests in queue: 277, Servers: 10
Clock cycle: 5571, Requests in queue: 277, Servers: 10
Clock cycle: 5572, Requests in queue: 277, Servers: 10
Clock cycle: 5573, Requests in queue: 277, Servers: 10
Clock cycle: 5574, Requests in queue: 277, Servers: 10
Clock cycle: 5575, Requests in queue: 277, Servers: 10
Clock cycle: 5576, Requests in queue: 277, Servers: 10
Clock cycle: 5577, Requests in queue: 277, Servers: 10
Clock cycle: 5578, Requests in queue: 277, Servers: 10
Clock cycle: 5579, Requests in queue: 277, Servers: 10
Clock cycle: 5580, Requests in queue: 277, Servers: 10
Clock cycle: 5582, Requests in queue: 278, Servers: 10
Clock cycle: 5584, Requests in queue: 279, Servers: 10
Clock cycle: 5585, Requests in queue: 279, Servers: 10
Clock cycle: 5586, Requests in queue: 279, Servers: 10
Clock cycle: 5587, Requests in queue: 279, Servers: 10
Clock cycle: 5588, Requests in queue: 279, Servers: 10
Clock cycle: 5589, Requests in queue: 279, Servers: 10
Clock cycle: 5590, Requests in queue: 279, Servers: 10
Clock cycle: 5591, Requests in queue: 279, Servers: 10
Clock cycle: 5592, Requests in queue: 279, Servers: 10
Clock cycle: 5593, Requests in queue: 279, Servers: 10
Clock cycle: 5595, Requests in queue: 280, Servers: 10
Clock cycle: 5596, Requests in queue: 280, Servers: 10
Clock cycle: 5597, Requests in queue: 280, Servers: 10
Clock cycle: 5598, Requests in queue: 280, Servers: 10
Clock cycle: 5599, Requests in queue: 280, Servers: 10
Clock cycle: 5600, Requests in queue: 280, Servers: 10
Clock cycle: 5601, Requests in queue: 280, Servers: 10
Clock cycle: 5602, Requests in queue: 280, Servers: 10
Clock cycle: 5603, Requests in queue: 280, Servers: 10
Clock cycle: 5604, Requests in queue: 280, Servers: 10
Clock cycle: 5605, Requests in queue: 280, Servers: 10
Clock cycle: 5606, Requests in queue: 280, Servers: 10
Clock cycle: 5609, Requests in queue: 280, Servers: 10
Clock cycle: 5610, Requests in queue: 280, Servers: 10
Clock cycle: 5611, Requests in queue: 280, Servers: 10
Clock cycle: 5612, Requests in queue: 280, Servers: 10
Clock cycle: 5613, Requests in queue: 280, Servers: 10
Clock cycle: 5615, Requests in queue: 281, Servers: 10
Clock cycle: 5616, Requests in queue: 281, Servers: 10
Clock cycle: 5617, Requests in queue: 281, Servers: 10
Clock cycle: 5618, Requests in queue: 281, Servers: 10
Clock cycle: 5619, Requests in queue: 281, Servers: 10
Clock cycle: 5620, Requests in queue: 281, Servers: 10
Clock cycle: 5621, Requests in queue: 281, Servers: 10
Clock cycle: 5622, Requests in queue: 281, Servers: 10
Clock cycle: 5623, Requests in queue: 281, Servers: 10
Clock cycle: 5625, Requests in queue: 282, Servers: 10
Clock cycle: 5626, Requests in queue: 282, Servers: 10
Clock cycle: 5627, Requests in queue: 282, Servers: 10
Clock cycle: 5628, Requests in queue: 282, Servers: 10
Clock cycle: 5629, Requests in queue: 282, Servers: 10
Clock cycle: 5630, Requests in queue: 282, Servers: 10
Clock cycle: 5631, Requests in queue: 282, Servers: 10
Clock cycle: 5632, Requests in queue: 282, Servers: 10
Clock cycle: 5633, Requests in queue: 282, Servers: 10
Clock cycle: 5634, Requests in queue: 282, Servers: 10
Clock cycle: 5635, Requests in queue: 282, Servers: 10
Clock cycle: 5636, Requests in queue: 282, Servers: 10
Clock cycle: 5637, Requests in queue: 282, Servers: 10
Clock cycle: 5638, Requests in queue: 282, Servers: 10
Clock cycle: 5640, Requests in queue: 283, Servers: 10
Clock cycle: 5641, Requests in queue: 283, Servers: 10
Clock cycle: 5643, Requests in queue: 284, Servers: 10
Clock cycle: 5644, Requests in queue: 284, Servers: 10
Clock cycle: 5645, Requests in queue: 284, Servers: 10
Clock cycle: 5646, Requests in queue: 284, Servers: 10
Clock cycle: 5647, Requests in queue: 284, Servers: 10
Clock cycle: 5648, Requests in queue: 284, Servers: 10
Clock cycle: 5650, Requests in queue: 283, Servers: 10
Clock cycle: 5651, Requests in queue: 283, Servers: 10
Clock cycle: 5652, Requests in queue: 283, Servers: 10
Clock cycle: 5653, Requests in queue: 283, Servers: 10
Clock cycle: 5654, Requests in queue: 283, Servers: 10
Clock cycle: 5657, Requests in queue: 283, Servers: 10
Clock cycle: 5659, Requests in queue: 284, Servers: 10
Clock cycle: 5662, Requests in queue: 284, Servers: 10
Clock cycle: 5663, Requests in queue: 284, Servers: 10
Clock cycle: 5664, Requests in queue: 284, Servers: 10
Clock cycle: 5665, Requests in queue: 284, Servers: 10
Clock cycle: 5667, Requests in queue: 285, Servers: 10
Clock cycle: 5668, Requests in queue: 285, Servers: 10
Clock cycle: 5669, Requests in queue: 285, Servers: 10
Clock cycle: 5671, Requests in queue: 286, Servers: 10
Clock cycle: 5672, Requests in queue: 286, Servers: 10
Clock cycle: 5673, Requests in queue: 286, Servers: 10
Clock cycle: 5675, Requests in queue: 285, Servers: 10
Clock cycle: 5676, Requests in queue: 285, Servers: 10
Clock cycle: 5677, Requests in queue: 285, Servers: 10
Clock cycle: 5678, Requests in queue: 285, Servers: 10
Clock cycle: 5679, Requests in queue: 285, Servers: 10
Clock cycle: 5680, Requests in queue: 285, Servers: 10
Clock cycle: 5682, Requests in queue: 284, Servers: 10
Clock cycle: 5683, Requests in queue: 284, Servers: 10
Clock cycle: 5684, Requests in queue: 284, Servers: 10
Clock cycle: 5685, Requests in queue: 284, Servers: 10
Clock cycle: 5686, Requests in queue: 284, Servers: 10
Clock cycle: 5687, Requests in queue: 284, Servers: 10
Clock cycle: 5688, Requests in queue: 284, Servers: 10
Clock cycle: 5689, Requests in queue: 284, Servers: 10
Clock cycle: 5690, Requests in queue: 284, Servers: 10
Clock cycle: 5691, Requests in queue: 284, Servers: 10
Clock cycle: 5692, Requests in queue: 284, Servers: 10
Clock cycle: 5694, Requests in queue: 283, Servers: 10
Clock cycle: 5695, Requests in queue: 283, Servers: 10
Clock cycle: 5696, Requests in queue: 283, Servers: 10
Clock cycle: 5697, Requests in queue: 283, Servers: 10
Clock cycle: 5698, Requests in queue: 283, Servers: 10
Clock cycle: 5699, Requests in queue: 283, Servers: 10
Clock cycle: 5700, Requests in queue: 283, Servers: 10
Clock cycle: 5701, Requests in queue: 283, Servers: 10
Clock cycle: 5702, Requests in queue: 283, Servers: 10
Clock cycle: 5703, Requests in queue: 283, Servers: 10
Clock cycle: 5704, Requests in queue: 283, Servers: 10
Clock cycle: 5706, Requests in queue: 284, Servers: 10
Clock cycle: 5707, Requests in queue: 284, Servers: 10
Clock cycle: 5709, Requests in queue: 283, Servers: 10
Clock cycle: 5711, Requests in queue: 284, Servers: 10
Clock cycle: 5712, Requests in queue: 284, Servers: 10
Clock cycle: 5713, Requests in queue: 284, Servers: 10
Clock cycle: 5714, Requests in queue: 284, Servers: 10
Clock cycle: 5715, Requests in queue: 284, Servers: 10
Clock cycle: 5716, Requests in queue: 284, Servers: 10
Clock cycle: 5717, Requests in queue: 284, Servers: 10
Clock cycle: 5718, Requests in queue: 284, Servers: 10
Clock cycle: 5719, Requests in queue: 284, Servers: 10
Clock cycle: 5720, Requests in queue: 284, Servers: 10
Clock cycle: 5721, Requests in queue: 284, Servers: 10
Clock cycle: 5722, Requests in queue: 284, Servers: 10
Clock cycle: 5724, Requests in queue: 285, Servers: 10
Clock cycle: 5725, Requests in queue: 285, Servers: 10
Clock cycle: 5726, Requests in queue: 285, Servers: 10
Clock cycle: 5727, Requests in queue: 285, Servers: 10
Clock cycle: 5728, Requests in queue: 285, Servers: 10
Clock cycle: 5730, Requests in queue: 286, Servers: 10
Clock cycle: 5732, Requests in queue: 287, Servers: 10
Clock cycle: 5733, Requests in queue: 287, Servers: 10
Clock cycle: 5734, Requests in queue: 287, Servers: 10
Clock cycle: 5735, Requests in queue: 287, Servers: 10
Clock cycle: 5736, Requests in queue: 287, Servers: 10
Clock cycle: 5738, Requests in queue: 286, Servers: 10
Clock cycle: 5739, Requests in queue: 286, Servers: 10
Clock cycle: 5740, Requests in queue: 286, Servers: 10
Clock cycle: 5741, Requests in queue: 286, Servers: 10
Clock cycle: 5742, Requests in queue: 286, Servers: 10
Clock cycle: 5743, Requests in queue: 286, Servers: 10
Clock cycle: 5744, Requests in queue: 286, Servers: 10
Clock cycle: 5745, Requests in queue: 286, Servers: 10
Clock cycle: 5746, Requests in queue: 286, Servers: 10
Clock cycle: 5747, Requests in queue: 286, Servers: 10
Clock cycle: 5748, Requests in queue: 286, Servers: 10
Clock cycle: 5749, Requests in queue: 286, Servers: 10
Clock cycle: 5750, Requests in queue: 286, Servers: 10
Clock cycle: 5751, Requests in queue: 286, Servers: 10
Clock cycle: 5752, Requests in queue: 286, Servers: 10
Clock cycle: 5753, Requests in queue: 286, Servers: 10
Clock cycle: 5755, Requests in queue: 287, Servers: 10
Clock cycle: 5756, Requests in queue: 287, Servers: 10
Clock cycle: 5757, Requests in queue: 287, Servers: 10
Clock cycle: 5758, Requests in queue: 287, Servers: 10
Clock cycle: 5759, Requests in queue: 287, Servers: 10
Clock cycle: 5760, Requests in queue: 287, Servers: 10
Clock cycle: 5761, Requests in queue: 287, Servers: 10
Clock cycle: 5762, Requests in queue: 287, Servers: 10
Clock cycle: 5763, Requests in queue: 287, Servers: 10
Clock cycle: 5765, Requests in queue: 288, Servers: 10
Clock cycle: 5766, Requests in queue: 288, Servers: 10
Clock cycle: 5767, Requests in queue: 288, Servers: 10
Clock cycle: 5768, Requests in queue: 288, Servers: 10
Clock cycle: 5770, Requests in queue: 289, Servers: 10
Clock cycle: 5771, Requests in queue: 289, Servers: 10
Clock cycle: 5772, Requests in queue: 289, Servers: 10
Clock cycle: 5774, Requests in queue: 290, Servers: 10
Clock cycle: 5776, Requests in queue: 291, Servers: 10
Clock cycle: 5778, Requests in queue: 292, Servers: 10
Clock cycle: 5779, Requests in queue: 292, Servers: 10
Clock cycle: 5781, Requests in queue: 293, Servers: 10
Clock cycle: 5782, Requests in queue: 293, Servers: 10
Clock cycle: 5783, Requests in queue: 293, Servers: 10
Clock cycle: 5784, Requests in queue: 293, Servers: 10
Clock cycle: 5785, Requests in queue: 293, Servers: 10
Clock cycle: 5786, Requests in queue: 293, Servers: 10
Clock cycle: 5787, Requests in queue: 293, Servers: 10
Clock cycle: 5788, Requests in queue: 293, Servers: 10
Clock cycle: 5789, Requests in queue: 293, Servers: 10
Clock cycle: 5791, Requests in queue: 294, Servers: 10
Clock cycle: 5792, Requests in queue: 294, Servers: 10
Clock cycle: 5793, Requests in queue: 294, Servers: 10
Clock cycle: 5794, Requests in queue: 294, Servers: 10
Clock cycle: 5795, Requests in queue: 294, Servers: 10
Clock cycle: 5797, Requests in queue: 295, Servers: 10
Clock cycle: 5798, Requests in queue: 295, Servers: 10
Clock cycle: 5799, Requests in queue: 295, Servers: 10
Clock cycle: 5800, Requests in queue: 295, Servers: 10
Clock cycle: 5801, Requests in queue: 295, Servers: 10
Clock cycle: 5802, Requests in queue: 295, Servers: 10
Clock cycle: 5803, Requests in queue: 295, Servers: 10
Clock cycle: 5804, Requests in queue: 295, Servers: 10
Clock cycle: 5805, Requests in queue: 295, Servers: 10
Clock cycle: 5806, Requests in queue: 295, Servers: 10
Clock cycle: 5807, Requests in queue: 295, Servers: 10
Clock cycle: 5808, Requests in queue: 295, Servers: 10
Clock cycle: 5809, Requests in queue: 295, Servers: 10
Clock cycle: 5810, Requests in queue: 295, Servers: 10
Clock cycle: 5811, Requests in queue: 295, Servers: 10
Clock cycle: 5812, Requests in queue: 295, Servers: 10
Clock cycle: 5814, Requests in queue: 296, Servers: 10
Clock cycle: 5815, Requests in queue: 296, Servers: 10
Clock cycle: 5816, Requests in queue: 296, Servers: 10
Clock cycle: 5817, Requests in queue: 296, Servers: 10
Clock cycle: 5819, Requests in queue: 297, Servers: 10
Clock cycle: 5820, Requests in queue: 297, Servers: 10
Clock cycle: 5821, Requests in queue: 297, Servers: 10
Clock cycle: 5822, Requests in queue: 297, Servers: 10
Clock cycle: 5823, Requests in queue: 297, Servers: 10
Clock cycle: 5824, Requests in queue: 297, Servers: 10
Clock cycle: 5825, Requests in queue: 297, Servers: 10
Clock cycle: 5826, Requests in queue: 297, Servers: 10
Clock cycle: 5827, Requests in queue: 297, Servers: 10
Clock cycle: 5828, Requests in queue: 297, Servers: 10
Clock cycle: 5829, Requests in queue: 297, Servers: 10
Clock cycle: 5830, Requests in queue: 297, Servers: 10
Clock cycle: 5831, Requests in queue: 297, Servers: 10
Clock cycle: 5832, Requests in queue: 297, Servers: 10
Clock cycle: 5833, Requests in queue: 297, Servers: 10
Clock cycle: 5834, Requests in queue: 297, Servers: 10
Clock cycle: 5835, Requests in queue: 297, Servers: 10
Clock cycle: 5837, Requests in queue: 298, Servers: 10
Clock cycle: 5838, Requests in queue: 298, Servers: 10
Clock cycle: 5840, Requests in queue: 299, Servers: 10
Clock cycle: 5841, Requests in queue: 299, Servers: 10
Clock cycle: 5842, Requests in queue: 299, Servers: 10
Clock cycle: 5843, Requests in queue: 299, Servers: 10
Clock cycle: 5844, Requests in queue: 299, Servers: 10
Clock cycle: 5845, Requests in queue: 299, Servers: 10
Clock cycle: 5846, Requests in queue: 299, Servers: 10
Clock cycle: 5847, Requests in queue: 299, Servers: 10
Clock cycle: 5848, Requests in queue: 299, Servers: 10
Clock cycle: 5849, Requests in queue: 299, Servers: 10
Clock cycle: 5850, Requests in queue: 299, Servers: 10
Clock cycle: 5851, Requests in queue: 299, Servers: 10
Clock cycle: 5852, Requests in queue: 299, Servers: 10
Clock cycle: 5853, Requests in queue: 299, Servers: 10
Clock cycle: 5854, Requests in queue: 299, Servers: 10
Clock cycle: 5855, Requests in queue: 299, Servers: 10
Clock cycle: 5856, Requests in queue: 299, Servers: 10
Clock cycle: 5857, Requests in queue: 299, Servers: 10
Clock cycle: 5859, Requests in queue: 300, Servers: 10
Clock cycle: 5860, Requests in queue: 300, Servers: 10
Clock cycle: 5861, Requests in queue: 300, Servers: 10
Clock cycle: 5862, Requests in queue: 300, Servers: 10
Clock cycle: 5863, Requests in queue: 300, Servers: 10
Clock cycle: 5864, Requests in queue: 300, Servers: 10
Clock cycle: 5865, Requests in queue: 300, Servers: 10
Clock cycle: 5866, Requests in queue: 300, Servers: 10
Clock cycle: 5868, Requests in queue: 299, Servers: 10
Clock cycle: 5869, Requests in queue: 299, Servers: 10
Clock cycle: 5870, Requests in queue: 299, Servers: 10
Clock cycle: 5871, Requests in queue: 299, Servers: 10
Clock cycle: 5872, Requests in queue: 299, Servers: 10
Clock cycle: 5873, Requests in queue: 299, Servers: 10
Clock cycle: 5874, Requests in queue: 299, Servers: 10
Clock cycle: 5875, Requests in queue: 299, Servers: 10
Clock cycle: 5876, Requests in queue: 299, Servers: 10
Clock cycle: 5877, Requests in queue: 299, Servers: 10
Clock cycle: 5878, Requests in queue: 299, Servers: 10
Clock cycle: 5879, Requests in queue: 299, Servers: 10
Clock cycle: 5880, Requests in queue: 299, Servers: 10
Clock cycle: 5882, Requests in queue: 300, Servers: 10
Clock cycle: 5884, Requests in queue: 299, Servers: 10
Clock cycle: 5885, Requests in queue: 299, Servers: 10
Clock cycle: 5887, Requests in queue: 300, Servers: 10
Clock cycle: 5888, Requests in queue: 300, Servers: 10
Clock cycle: 5889, Requests in queue: 300, Servers: 10
Clock cycle: 5890, Requests in queue: 300, Servers: 10
Clock cycle: 5891, Requests in queue: 300, Servers: 10
Clock cycle: 5892, Requests in queue: 300, Servers: 10
Clock cycle: 5893, Requests in queue: 300, Servers: 10
Clock cycle: 5894, Requests in queue: 300, Servers: 10
Clock cycle: 5895, Requests in queue: 300, Servers: 10
Clock cycle: 5897, Requests in queue: 301, Servers: 10
Clock cycle: 5898, Requests in queue: 301, Servers: 10
Clock cycle: 5900, Requests in queue: 302, Servers: 10
Clock cycle: 5901, Requests in queue: 302, Servers: 10
Clock cycle: 5903, Requests in queue: 303, Servers: 10
Clock cycle: 5904, Requests in queue: 303, Servers: 10
Clock cycle: 5905, Requests in queue: 303, Servers: 10
